	pmid	keywords	pub_types
2074	32240719	['Adult', 'Aged', 'Antiviral Agents/therapeutic use', 'Azithromycin/*therapeutic use', 'Betacoronavirus/isolation & purification', 'Coronavirus Infections/*therapy', 'Drug Therapy, Combination/standards', 'Female', 'Humans', 'Hydroxychloroquine/*therapeutic use', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*therapy', 'Treatment Outcome', 'Young Adult'],  	['Clinical Trial', 'Letter']
2075	32240670	['Aged', 'Betacoronavirus/*isolation & purification', 'China/epidemiology', 'Comorbidity', 'Coronavirus Infections/*diagnosis/*epidemiology/mortality/pathology', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*diagnosis/*epidemiology/mortality/pathology', 'Prognosis', 'Survival Analysis'], ['*Coronavirus infections', '*Pneumonia', '*Prognosis', '*SARS-CoV-2']	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
2076	32240625	['Betacoronavirus', 'Caregivers/psychology', '*Coronavirus Infections/complications/prevention & control', 'Dementia/psychology/*therapy', 'Humans', 'Nursing Homes/organization & administration', '*Pandemics/prevention & control', '*Pneumonia, Viral/complications/prevention & control', 'Quality of Life'],  	['Letter']
2077	32240618	['Betacoronavirus', '*Coronavirus Infections', 'Humans', '*Microbiota', 'Pandemics', 'Pneumonia, Viral', '*SARS Virus'],  	['Letter', 'Comment']
2078	32240603	['*Betacoronavirus', 'Biomedical Research', 'Coronavirus Infections/*epidemiology/transmission', 'Humans', 'Neoplasms/*epidemiology/immunology', 'Pandemics', 'Pneumonia, Viral/*epidemiology/transmission', 'Travel-Related Illness'],  	['Editorial']
2079	32240484	['*Betacoronavirus', 'Coronavirus Infections/*drug therapy/epidemiology', 'Epidemics', 'Hospitals', 'Humans', 'Pandemics', 'Pharmacy Service, Hospital', 'Pneumonia, Viral/*drug therapy/epidemiology'], ['COVID-19', 'Cabin hospital', 'China', 'Pharmaceutical care', 'Pharmacists', 'Pharmacy service']	['Journal Article']
2080	32240462	['Animals', 'Antiviral Agents/therapeutic use', '*Betacoronavirus', '*Coronavirus Infections/complications/diagnostic imaging/epidemiology/therapy', 'Humans', 'Immunization, Passive', '*Pandemics', '*Pneumonia, Viral/complications/diagnostic imaging/epidemiology/therapy', 'Stroke/drug therapy/etiology', 'Tomography, X-Ray Computed'], ['clinical characteristics', 'coronavirus disease 2019', 'epidemiology', 'pathology', 'radiology', 'treatment']	['Journal Article', 'Review']
2081	32240128	['Aged', 'Aged, 80 and over', 'Asymptomatic Diseases/*epidemiology', 'Betacoronavirus/*isolation & purification', 'Clinical Laboratory Techniques', 'Coronavirus Infections/diagnosis/*epidemiology', '*Disease Outbreaks', 'Female', 'Humans', 'Long-Term Care', 'Male', 'Pandemics', 'Pneumonia, Viral/*epidemiology', '*Skilled Nursing Facilities', 'Washington/epidemiology'],  	['Journal Article']
2082	32240123	['Adult', 'Aged', 'Aged, 80 and over', 'Cardiovascular Diseases/*epidemiology', 'Chronic Disease', 'Comorbidity', 'Coronavirus Infections/*epidemiology/prevention & control', 'Diabetes Mellitus/*epidemiology', 'Female', 'Hand Disinfection', 'Humans', 'Lung Diseases/*epidemiology', 'Male', 'Middle Aged', 'Pandemics/prevention & control', 'Pneumonia, Viral/*epidemiology/prevention & control', 'Pregnancy', 'Prevalence', 'Risk Factors', 'Severity of Illness Index', 'Social Distance', 'United States/epidemiology', 'Young Adult'],  	['Journal Article']
2083	32240096	['Betacoronavirus', '*Consumer Health Information', '*Coronavirus', 'Coronavirus Infections/*prevention & control', 'Cross-Sectional Studies', 'Disease Outbreaks/*prevention & control', 'Humans', '*Information Dissemination', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*prevention & control', 'Public Health', '*Social Media', 'Video Recording'], ['*COVID-19', '*YouTube', '*infectious disease', '*outbreak', '*pandemic', '*prevention', '*public health', '*social media']	['Journal Article']
2084	32240095	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections/*epidemiology', 'Disease Notification/*methods', 'Disease Outbreaks', 'England/epidemiology', 'Female', 'Humans', 'Male', '*Medical Records Systems, Computerized', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*epidemiology', 'Public Health', 'Public Health Surveillance/*methods', 'Sentinel Surveillance'], ['*COVID-19', '*SARS-CoV-2', '*computerized', '*coronavirus', '*general practice', '*infections', '*medical record systems', '*pandemic', '*records as topic', '*sentinel surveillance', '*serology', '*surveillance']	['Journal Article']
2085	32240094	['Adolescent', 'Adult', 'Aged', '*Betacoronavirus', 'Coronavirus', '*Coronavirus Infections/epidemiology/psychology', 'Cross-Sectional Studies', 'Disease Outbreaks/prevention & control', 'Ethnic Groups', 'Female', 'Health Communication', '*Health Knowledge, Attitudes, Practice', 'Humans', 'Internet', 'Male', 'Middle Aged', '*Pandemics', '*Pneumonia, Viral/epidemiology/psychology', 'Public Health', 'Public Opinion', '*Surveys and Questionnaires', 'United Kingdom', 'United States', 'Young Adult'], ['*COVID-19', '*SARS-CoV-2', '*coronavirus', '*infectious disease', '*knowledge', '*outbreak', '*pandemic', '*perceptions', '*public health', '*rapid online surveys', '*survey']	['Journal Article', 'Research Support, N.I.H., Extramural']
2086	32239799	['Anticoagulants', 'Betacoronavirus', '*Coronavirus', 'Coronavirus Infections', '*Heparin', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Journal Article', 'Comment']
2087	32239532	['*Betacoronavirus', 'Coronavirus Infections/*diagnostic imaging/therapy', 'Follow-Up Studies', 'Humans', 'Italy', 'Lung/diagnostic imaging', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging/therapy', 'Severity of Illness Index', 'Ultrasonography'], ['*COVID-19', '*interstitial syndrome', '*lung ultrasound']	['Journal Article', 'Review']
2088	32239525	['*Betacoronavirus', 'Coronavirus Infections/*diagnostic imaging', 'Humans', 'Louisiana', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', '*Tomography, X-Ray Computed'], ['*COVID-19', '*CT']	['Journal Article']
2089	32239472	['*Betacoronavirus', 'Clinical Protocols', 'Coronavirus Infections/*diagnostic imaging', 'Feasibility Studies', 'Humans', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', 'Radiation Dosage', 'Tomography, X-Ray Computed/*methods'], ['2019-nCOV', 'COVID-19', 'Chest radiology', 'Dual-source CT', 'Low-dose CT', 'Spectral shaping']	['Journal Article']
2090	32239459	['Anti-Inflammatory Agents', 'Betacoronavirus', 'Coronavirus Infections', '*Diabetes Mellitus', 'Humans', '*Hypertension', 'Pandemics', 'Pneumonia, Viral'], ['*Anti-inflammatory medicines', '*COVID-19', '*NSAIDs']	['Editorial', 'Comment']
2091	32238979	['Betacoronavirus', '*Coronavirus Infections', '*Dental Care', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Journal Article']
2092	32238978	['*Betacoronavirus', 'China/epidemiology', 'Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/epidemiology/transmission', '*Data Visualization', 'Epidemiologic Methods', 'Epidemiologic Studies', 'Europe/epidemiology', '*Geographic Information Systems', 'Humans', 'Infection Control/*methods', '*Pandemics', '*Pneumonia, Viral/diagnosis/epidemiology/transmission', 'Population Surveillance', 'Software', 'United States/epidemiology'],  	['Journal Article']
2093	32238976	['*Betacoronavirus', 'Coronavirus Infections', 'Cytokines', 'Humans', 'Pandemics', 'Pneumonia, Viral', 'Syndrome'],  	['Editorial', 'Comment']
2094	32238956	['*Betacoronavirus', '*Coronavirus Infections', '*Global Health', 'Humans', '*One Health', 'Pandemics', 'Pneumonia, Viral'],  	['Editorial']
2095	32238757	['*Betacoronavirus/immunology', '*Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/drug therapy/epidemiology/immunology/prevention & control/therapy', 'Humans', '*Pandemics', '*Pneumonia, Viral/diagnosis/epidemiology/immunology/therapy', '*Viral Vaccines'], ['2019-nCoV', 'COVID-19', 'SARS-CoV-2', 'coronavirus', 'outbreak']	['Journal Article', 'Review']
2096	32238614	['Betacoronavirus', 'Coronavirus Infections', 'Disease Outbreaks', 'Humans', 'Immunization', 'Italy', '*Measles', 'Measles Vaccine', 'Pandemics', 'Pneumonia, Viral', 'Retrospective Studies', '*SARS Virus'],  	['Letter', 'Comment']
2097	32238613	['Betacoronavirus', 'Child', '*Coronavirus', 'Coronavirus Infections', 'Humans', 'Intensive Care Units, Pediatric', 'Pandemics', '*Pneumonia, Viral', 'Respiration, Artificial', '*Respiratory Distress Syndrome, Adult'],  	['Journal Article', 'Comment']
2098	32238612	['Child', 'Coronavirus Infections/*therapy', 'Health Resources/*supply & distribution', 'Humans', 'Intensive Care Units, Pediatric/*organization & administration', 'Pandemics', 'Pneumonia, Viral/*therapy'],  	['Journal Article']
2099	32238585	['Betacoronavirus/*genetics/*isolation & purification', 'Coronavirus Infections/epidemiology/*virology', '*Genome, Viral', 'Humans', 'Italy/epidemiology', 'Likelihood Functions', 'Pandemics', 'Phylogeny', 'Pneumonia, Viral/epidemiology/*virology', 'RNA, Viral', 'Sequence Analysis, RNA'], ['*COVID-19', '*Italy', '*SARS-CoV-2']	"['Letter', ""Research Support, Non-U.S. Gov't""]"
2100	32238444	['Betacoronavirus', 'Coronavirus Infections/*epidemiology', '*Health Personnel', 'Humans', 'Occupational Exposure', '*Pandemics', 'Pneumonia, Viral/*epidemiology', '*Risk'], ['*occupational health practice', '*public health', '*respiratory']	['Editorial']
2101	32238430	['Asymptomatic Diseases', 'Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/epidemiology/prevention & control/transmission', 'Humans', '*Infection Control/methods', 'Infectious Disease Transmission, Patient-to-Professional/prevention & control', '*Nuclear Medicine/trends', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control/transmission'],  	['Editorial']
2102	32238429	['Aged', 'Asymptomatic Diseases', 'Betacoronavirus', 'Coronavirus Infections/complications/*diagnosis', 'Female', 'Fluorodeoxyglucose F18', 'Humans', '*Incidental Findings', 'Infection Control', '*Lung Diseases, Interstitial/diagnostic imaging/etiology', 'Male', 'Membrane Glycoproteins', 'Middle Aged', 'Neoplasms/diagnostic imaging', 'Nuclear Medicine/trends', 'Pandemics', 'Pneumonia, Viral/complications/*diagnosis', '*Positron Emission Tomography Computed Tomography', 'Prevalence', 'Reverse Transcriptase Polymerase Chain Reaction', 'Tomography, Emission-Computed, Single-Photon', 'Tomography, X-Ray Computed'], ['*COVID-19', '*PET/CT', '*nuclear medicine', '*pneumonia']	['Case Reports', 'Journal Article']
2103	32238428	['*Betacoronavirus', 'Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*Pulmonary Embolism'],  	['Editorial', 'Comment']
2104	32238427	['Aerosols', 'Algorithms', 'Betacoronavirus', '*Coronavirus Infections/complications/epidemiology/transmission', 'Humans', 'Infection Control', 'Infectious Disease Transmission, Patient-to-Professional/*prevention & control', '*Pandemics', '*Perfusion Imaging/methods', '*Pneumonia, Viral/complications/epidemiology/transmission', 'Pulmonary Embolism/*diagnostic imaging', 'Pulmonary Ventilation'],  	['Editorial']
2105	32238358	['Betacoronavirus', 'Biomedical Research/*trends', '*Clinical Trials as Topic', '*Coronavirus Infections', 'Drug Industry', 'Humans', 'Neoplasms', '*Pandemics', '*Pneumonia, Viral'],  	['Journal Article']
2106	32238351	['Betacoronavirus', 'Coronavirus Infections/epidemiology/prevention & control', 'Disease Outbreaks', 'Health Literacy', 'Health Status Disparities', '*Healthcare Disparities', 'Humans', 'Pandemics/prevention & control', 'Pneumonia, Viral/epidemiology/prevention & control', 'Public Health', 'Quarantine', '*Socioeconomic Factors', 'Travel', '*Vulnerable Populations'],  	['Letter']
2107	32238336	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections/*epidemiology', 'Disease Outbreaks', 'Humans', 'Pandemics', 'Pneumonia, Viral/*epidemiology', 'Population Surveillance', 'Public Health', '*Telemedicine'], ['*COVID-19', '*SARS-CoV-2', '*coronavirus', '*digital health', '*digital medicine', '*outbreak', '*pandemic', '*public health', '*surveillance', '*telehealth', '*telemedicine']	['Journal Article']
2108	32238261	['Argentina/epidemiology', '*Betacoronavirus', 'Coronavirus Infections/*epidemiology', 'Health Communication/*standards', 'Humans', 'Mass Media/*standards', '*Pandemics', 'Pneumonia, Viral/*epidemiology'], ['*communications media', '*pandemics', '*human rights', '*democracy']	['Journal Article']
2109	32238260	['*Betacoronavirus', '*Coinfection', 'Coronavirus Infections/diagnosis/*epidemiology', 'Dengue/diagnosis/*epidemiology', '*Endemic Diseases', 'False Positive Reactions', 'Humans', 'Pandemics', 'Peru/epidemiology', 'Pneumonia, Viral/diagnosis/*epidemiology'], ['*coronavirus', '*dengue', '*epidemic', '*public health']	['Editorial']
2110	32238235	['*Betacoronavirus', 'Coronavirus Infections/*prevention & control/transmission', 'Disease Transmission, Infectious/legislation & jurisprudence', 'Freedom', '*Government Regulation', 'Humans', 'Pandemics/legislation & jurisprudence/*prevention & control', 'Patient Isolation/*legislation & jurisprudence', 'Patient Rights/legislation & jurisprudence', 'Pneumonia, Viral/*prevention & control/transmission', 'Portugal', 'Social Control, Formal/methods', 'Tuberculosis, Pulmonary/*prevention & control'], ['Coronavirus', 'Coronavirus Infections', 'Mandatory Programs/legislation & jurisprudence', 'Patient Isolation/legislation & jurisprudence', 'Personal Autonomy', 'Portugal', 'Tuberculosis']	['Journal Article']
2111	32238224	['Betacoronavirus/*isolation & purification', '*Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/epidemiology/prevention & control', 'Female', 'Humans', 'Middle Aged', '*Pandemics/prevention & control', '*Pneumonia, Viral/diagnosis/epidemiology/prevention & control', 'Time Factors'],  	['Journal Article']
2112	32238223	['*Betacoronavirus', '*Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/physiopathology', 'Female', 'Humans', 'Lung/*diagnostic imaging', 'Middle Aged', '*Pandemics', '*Pneumonia, Viral/diagnosis/physiopathology', 'Radiography'],  	['Case Reports', 'Journal Article']
2113	32238221	['Betacoronavirus', '*Coronavirus Infections/epidemiology', 'Disaster Planning', '*Disease Outbreaks', 'Emergencies', 'Global Health', '*Government', 'Humans', 'International Cooperation', '*Pandemics', '*Pneumonia, Viral/epidemiology', '*Public Health/economics/legislation & jurisprudence', 'Public Health Administration', 'Security Measures', 'World Health Organization'], ['autocratic regimes', 'crisis management', 'epidemics/pandemics', 'global public health', 'public health emergencies']	['Journal Article']
2114	32238182	['Adult', 'Aged', '*Betacoronavirus', 'China', 'Coronavirus Infections/*economics', '*Cost of Illness', 'Humans', 'Middle Aged', '*Models, Economic', 'Pandemics/*economics', 'Pneumonia, Viral/*economics'], ['Coronavirus disease', 'Fiscal value of human lives', 'Non-health gross domestic product']	['Journal Article']
2115	32238177	"['Betacoronavirus', '*Communicable Diseases, Emerging', '*Coronavirus Infections', 'Developing Countries', 'Disease Outbreaks', 'Global Health', 'Health Resources', 'Humans', '*Pandemics', '*Pneumonia, Viral', '*Reproductive Health', 'Reproductive Health Services', '*Reproductive Rights', 'Sustainable Development', ""Women's Health"", ""*Women's Rights""], ['Covid-19', 'Ebola', 'Emerging and re-emerging infectious diseases (EIDs)', 'Gender', 'Low- and middle-income countries (LMICs)', 'SARS', 'Sexual and reproductive health and rights (SRHRs)', 'Sustainable developmental goals (SDGs)', 'Women', 'Zika']"	['Editorial']
2116	32238024	['Adult', 'Betacoronavirus', 'China', 'Clinical Laboratory Techniques', 'Communicable Diseases, Imported/diagnosis/virology', 'Coronavirus Infections/*diagnosis', 'Diarrhea/virology', 'Female', 'Fever/virology', 'Humans', 'Japan', 'Pandemics', 'Pharynx/virology', 'Pneumonia, Viral/*diagnosis', '*Polymerase Chain Reaction', 'Sputum/*virology', 'Tomography, X-Ray Computed', 'Travel'], ['*Coronavirus disease 2019 (COVID-19)', '*real-time reverse transcription-polymerase chain reaction (RT-PCR) assay', '*the novel corona virus (SARS-CoV-2)']	['Case Reports', 'Journal Article']
